Sf Opportunity ID,Sf Opportunity Application Type C,Sf Opportunity Program Category,Sf Opportunity Program C
0063600000B9YVVAA3,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000B9YjwAAF,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000B9YxjAAF,Colorado State University-Global,University,Master of Science in Organizational Leadership
0063600000B9Z0YAAV,Western Governors University,University,B.A. in Special Education (K-12)
0063600000B9l7fAAB,Guild Education,Credential,Management Training Program - 16 Week
0063600000B9l8EAAR,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000B9lAoAAJ,Guild Education,Lead Gen - Post Secondary,Transition to College 102 for English Language Learners
0063600000B9lQDAAZ,Colorado State University-Global,University,B.S. in Business Management
0063600000B9nsXAAR,Colorado State University-Global,University,B.S. in Human Resources Management
0063600000B9tUNAAZ,Guild Education,Lead Gen - Post Secondary,Transition to College 102
0063600000BA11YAAT,Colorado State University-Global,University,B.S. in Communication
0063600000BA84YAAT,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BA8cKAAT,Colorado State University-Global,University,B.S. in Accounting
0063600000BAJBtAAP,Colorado State University-Global,University,B.S. in Accounting
0063600000BAMsZAAX,Colorado State University-Global,University,B.S. in Business Management
0063600000BANM4AAP,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BANPXAA5,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BANQpAAP,Guild Education,Credential,Management Training Program - 16 Week
0063600000BAOYLAA5,Guild Education,Credential,Management Training Program - 16 Week
0063600000BGqYzAAL,Guild Education,Credential,Management Training Program - 16 Week
0063600000BGtdxAAD,Guild Education,Lead Gen - Post Secondary,Transition to College 102
0063600000BGzcgAAD,Colorado State University-Global,University,B.S. in Marketing
0063600000BH13nAAD,Guild Education,Credential,Management Training Program - 16 Week
0063600000BH6VYAA1,Colorado State University-Global,University,B.S. in Business Management
0063600000BH6ZgAAL,Guild Education,Credential,Management Training Program - 16 Week
0063600000BH6ZlAAL,Guild Education,Credential,Management Training Program - 16 Week
0063600000BH6hIAAT,Guild Education,Credential,Management Training Program - 16 Week
0063600000BHIMPAA5,Colorado State University-Global,University,B.S. in Communication
0063600000BHKGhAAP,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000BHL3oAAH,Colorado State University-Global,University,Master of Science in Organizational Leadership
0063600000BHL4wAAH,Colorado State University-Global,University,Master of Science in Organizational Leadership
0063600000BHL5BAAX,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000BHL5kAAH,Guild Education,Lead Gen - Post Secondary,Transition to College 102 for English Language Learners
0063600000BHL6JAAX,Colorado State University-Global,University,B.S. in Organizational Leadership
0063600000BHLIQAA5,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000BHMgxAAH,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BHS0JAAX,Western Governors University,University,B.A. in Interdisciplinary Studies (K-8)
0063600000BHSyxAAH,Colorado State University-Global,University,B.S. in Business Management
0063600000BHU89AAH,Colorado State University-Global,University,B.S. in Applied Social Sciences
0063600000BQLMRAA5,Colorado State University-Global,University,B.S. in Business Management
0063600000BQLkiAAH,Colorado State University-Global,University,B.S. in Criminal Justice and Law Enforcement Administration
0063600000BR4tsAAD,Guild Education,Credential,Management Training Program - 16 Week
0063600000BR50KAAT,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BR51IAAT,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BRATyAAP,Guild Education,Credential,Management Training Program - 16 Week
0063600000BRApQAAX,Colorado State University-Global,University,B.S. in Human Resources Management
0063600000BRAxtAAH,Colorado State University-Global,University,B.S. in Organizational Leadership
0063600000BRC2VAAX,Guild Education,Credential,Management Training Program - 16 Week
0063600000BRCGFAA5,Guild Education,Credential,Management Training Program - 16 Week
0063600000BRCQZAA5,Guild Education,Credential,Management Training Program - 16 Week
0063600000BRD2rAAH,Guild Education,Credential,Management Training Program - 16 Week
0063600000BRD8fAAH,Colorado State University-Global,University,Master of Science in Organizational Leadership
0063600000BRDl9AAH,Colorado State University-Global,University,B.S. in Business Management
0063600000BSGiRAAX,Colorado State University-Global,University,B.S. in Management Information Systems and Business Analytics
0063600000BSNBAAA5,Guild Education,Credential,Management Training Program - 16 Week
0063600000BSNEBAA5,Guild Education,Credential,Management Training Program - 16 Week
0063600000BSNEkAAP,Guild Education,Credential,Management Training Program - 16 Week
0063600000BSNIhAAP,Colorado State University-Global,University,B.S. in Accounting
0063600000BSOY5AAP,Colorado State University-Global,University,B.S. in Business Management
0063600000BSOeSAAX,Colorado State University-Global,University,B.S. in Applied Social Sciences
0063600000BSPSmAAP,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals 102
0063600000BSPsFAAX,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BSPsjAAH,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BSPx0AAH,Colorado State University-Global,University,B.S. in Project Management
0063600000BSt0bAAD,Guild Education,Credential,Management Training Program - 16 Week
0063600000BSxIcAAL,Guild Education,Credential,Management Training Program - 16 Week
0063600000BSxlPAAT,Guild Education,Credential,Management Training Program - 16 Week
0063600000BTBOiAAP,Colorado State University-Global,University,B.S. in Organizational Leadership
0063600000Bcz5VAAR,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000Bd3NdAAJ,Colorado State University-Global,University,Master of Science in Human Resource Management
0063600000BdNGEAA3,Guild Education,Credential,Management Training Program - 16 Week
0063600000BdOxwAAF,Colorado State University-Global,University,B.S. in Business Management
0063600000BdRljAAF,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BdkcMAAR,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BdmoyAAB,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000Be0TJAAZ,Colorado State University-Global,University,B.S. in Business Management
0063600000Be3IuAAJ,Colorado State University-Global,University,B.S. in Marketing
0063600000Be3jeAAB,Colorado State University-Global,University,Master of Science in Organizational Leadership
0063600000BeFIKAA3,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BeGaTAAV,Colorado State University-Global,University,B.S. in Human Resources Management
0063600000BeIi3AAF,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BeJYnAAN,Guild Education,Credential,Management Training Program - 16 Week
0063600000BeznJAAR,Colorado State University-Global,University,B.S. in Human Resources Management
0063600000Bezp5AAB,Colorado State University-Global,University,B.S. in Business Management
0063600000BezqIAAR,Colorado State University-Global,University,B.S. in Business Management
0063600000BezraAAB,Colorado State University-Global,University,B.S. in Business Management
0063600000BeztMAAR,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BezvNAAR,Colorado State University-Global,University,Master of Science in Human Resource Management
0063600000BezzfAAB,Colorado State University-Global,University,B.S. in Criminal Justice and Law Enforcement Administration
0063600000Bf09VAAR,Colorado State University-Global,University,B.S. in Business Management
0063600000Bf0B7AAJ,Colorado State University-Global,University,B.S. in Business Management
0063600000Bf0CyAAJ,Colorado State University-Global,University,B.S. in Applied Social Sciences
0063600000Bf0VXAAZ,Colorado State University-Global,University,B.S. in Information Technology
0063600000Bf0gaAAB,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000Bf0gpAAB,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals 101
0063600000Bf1n5AAB,Colorado State University-Global,University,B.S. in Marketing
0063600000Bf1uEAAR,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000Bf4crAAB,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000Bf6nhAAB,Guild Education,Credential,Management Training Program - 16 Week
0063600000Bf6sxAAB,Guild Education,Credential,Management Training Program - 16 Week
0063600000Bf7CBAAZ,Colorado State University-Global,University,B.S. in Management Information Systems and Business Analytics
0063600000Bf7HQAAZ,Guild Education,Credential,Management Training Program - 16 Week
0063600000Bf83AAAR,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000Bf8uSAAR,Colorado State University-Global,University,B.S. in Business Management
0063600000Bf9KwAAJ,Guild Education,Credential,Management Training Program - 16 Week
0063600000Bf9USAAZ,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000Bf9zmAAB,Guild Education,Credential,Management Training Program - 16 Week
0063600000BfASvAAN,Colorado State University-Global,University,B.S. in Business Management
0063600000BfAWnAAN,Bellevue University,University,Master of Business Administration
0063600000BfCiQAAV,Guild Education,Lead Gen - Post Secondary,Transition to College 101
0063600000BfCjsAAF,Colorado State University-Global,University,B.S. in Business Management
0063600000BfE9VAAV,Colorado State University-Global,University,B.S. in Accounting
0063600000BfEc2AAF,Colorado State University-Global,University,B.S. in Information Technology
0063600000BfMIhAAN,Guild Education,Credential,Management Training Program - 16 Week
0063600000BfMLqAAN,Guild Education,Credential,Management Training Program - 16 Week
0063600000BfMLvAAN,Guild Education,Credential,Management Training Program - 16 Week
0063600000BfMMAAA3,Guild Education,Credential,Management Training Program - 16 Week
0063600000BfMODAA3,Guild Education,Credential,Management Training Program - 16 Week
0063600000BfMR0AAN,Guild Education,Lead Gen - Secondary,High School Equivalency Program (GED Prep)
0063600000BfPqAAAV,Guild Education,Lead Gen - Post Secondary,Transition to College 101 for English Language Learners
0063600000BfPqFAAV,Guild Education,Lead Gen - Post Secondary,Transition to College 102 for English Language Learners
0063600000BfQhxAAF,Guild Education,Credential,Management Training Program - 16 Week
